Approved symbol	Approved name	Ensembl gene ID
GPRIN1	G protein regulated inducer of neurite outgrowth 1	ENSG00000169258
GPRIN2	G protein regulated inducer of neurite outgrowth 2	ENSG00000204175
GPRIN3	GPRIN family member 3	ENSG00000185477
GPRK6L	symbol withdrawn, see [HGNC:4547](/data/gene-symbol-report/#!/hgnc_id/HGNC:4547)	
GPRK7	symbol withdrawn, see [HGNC:7111](/data/gene-symbol-report/#!/hgnc_id/HGNC:7111)	
GPS1	G protein pathway suppressor 1	ENSG00000169727
GPS2	G protein pathway suppressor 2	ENSG00000132522
GPS2P1	G protein pathway suppressor 2 pseudogene 1	ENSG00000236496
GPS2P2	G protein pathway suppressor 2 pseudogene 2	ENSG00000230951
GPSM1	G protein signaling modulator 1	ENSG00000160360
GPSM2	G protein signaling modulator 2	ENSG00000121957
GPSM3	G protein signaling modulator 3	ENSG00000213654
GPT	glutamic--pyruvic transaminase	ENSG00000167701
GPT2	glutamic--pyruvic transaminase 2	ENSG00000166123
GPX1	glutathione peroxidase 1	ENSG00000233276
GPX1P1	glutathione peroxidase pseudogene 1	ENSG00000197582
GPX1P2	glutathione peroxidase pseudogene 2	ENSG00000215326
GPX2	glutathione peroxidase 2	ENSG00000176153
GPX3	glutathione peroxidase 3	ENSG00000211445
GPX4	glutathione peroxidase 4	ENSG00000167468
GPX5	glutathione peroxidase 5	ENSG00000224586
GPX6	glutathione peroxidase 6	ENSG00000198704
GPX7	glutathione peroxidase 7	ENSG00000116157
GPX8	glutathione peroxidase 8 (putative)	ENSG00000164294
GPXP3	symbol withdrawn, see [HGNC:4558](/data/gene-symbol-report/#!/hgnc_id/HGNC:4558)	
GRAMD1A	GRAM domain containing 1A	ENSG00000089351
GRAMD1A-AS1	GRAMD1A antisense RNA 1	ENSG00000269303
GRAMD1B	GRAM domain containing 1B	ENSG00000023171
GRAMD1C	GRAM domain containing 1C	ENSG00000178075
GRAMD2A	GRAM domain containing 2A	ENSG00000175318
GRAMD2B	GRAM domain containing 2B	ENSG00000155324
GRAMD4	GRAM domain containing 4	ENSG00000075240
GRAMD4P1	GRAM domain containing 4 pseudogene 1	ENSG00000227874
GRAMD4P2	GRAM domain containing 4 pseudogene 2	ENSG00000235992
GRAMD4P3	GRAM domain containing 4 pseudogene 3	ENSG00000278301
GRAMD4P4	GRAM domain containing 4 pseudogene 4	ENSG00000274369
GRAMD4P5	GRAM domain containing 4 pseudogene 5	ENSG00000259089
GRAMD4P6	GRAM domain containing 4 pseudogene 6	ENSG00000258848
GRAMD4P7	GRAM domain containing 4 pseudogene 7	ENSG00000266242
GRAMD4P8	GRAM domain containing 4 pseudogene 8	ENSG00000270930
GRAP	GRB2 related adaptor protein	ENSG00000154016
GRAP2	GRB2 related adaptor protein 2	ENSG00000100351
GRAPL	GRB2 related adaptor protein like	ENSG00000189152
GRAPL-AS1	GRAPL antisense RNA 1	
GRAPLDR	symbol withdrawn, see [HGNC:37240](/data/gene-symbol-report/#!/hgnc_id/HGNC:37240)	
GRASLND	glycosaminoglycan regulatory associated long non-coding RNA	ENSG00000228203
GRB2	growth factor receptor bound protein 2	ENSG00000177885
GRB7	growth factor receptor bound protein 7	ENSG00000141738
GRB10	growth factor receptor bound protein 10	ENSG00000106070
GRB14	growth factor receptor bound protein 14	ENSG00000115290
GREB1	growth regulating estrogen receptor binding 1	ENSG00000196208
GREB1L	GREB1 like retinoic acid receptor coactivator	ENSG00000141449
GREB1L-AS1	GREB1L antisense RNA 1	ENSG00000265751
GREB1L-DT	GREB1L divergent transcript	ENSG00000265984
GREM1	gremlin 1, DAN family BMP antagonist	ENSG00000166923
GREM1-AS1	GREM1 antisense RNA 1	ENSG00000259721
GREM2	gremlin 2, DAN family BMP antagonist	ENSG00000180875
GREP1	glycine rich extracellular protein 1	ENSG00000262152
GRH	symbol withdrawn, see [HGNC:4419](/data/gene-symbol-report/#!/hgnc_id/HGNC:4419)	
GRHL1	grainyhead like transcription factor 1	ENSG00000134317
GRHL2	grainyhead like transcription factor 2	ENSG00000083307
GRHL2-DT	GRHL2 divergent transcript	
GRHL3	grainyhead like transcription factor 3	ENSG00000158055
GRHL3-AS1	GRHL3 antisense RNA 1	ENSG00000232298
GRHPR	glyoxylate and hydroxypyruvate reductase	ENSG00000137106
GRIA1	glutamate ionotropic receptor AMPA type subunit 1	ENSG00000155511
GRIA2	glutamate ionotropic receptor AMPA type subunit 2	ENSG00000120251
GRIA3	glutamate ionotropic receptor AMPA type subunit 3	ENSG00000125675
GRIA4	glutamate ionotropic receptor AMPA type subunit 4	ENSG00000152578
GRID1	glutamate ionotropic receptor delta type subunit 1	ENSG00000182771
GRID1-AS1	GRID1 antisense RNA 1	
GRID1-AS2	GRID1 antisense RNA 2	ENSG00000270002
GRID2	glutamate ionotropic receptor delta type subunit 2	ENSG00000152208
GRID2IP	Grid2 interacting protein	ENSG00000215045
GRIFIN	galectin-related inter-fiber protein	ENSG00000275572
GRIK	symbol withdrawn, see [HGNC:4582](/data/gene-symbol-report/#!/hgnc_id/HGNC:4582)	
GRIK1	glutamate ionotropic receptor kainate type subunit 1	ENSG00000171189
GRIK1-AS1	GRIK1 antisense RNA 1	ENSG00000174680
GRIK1-AS2	GRIK1 antisense RNA 2	
GRIK2	glutamate ionotropic receptor kainate type subunit 2	ENSG00000164418
GRIK3	glutamate ionotropic receptor kainate type subunit 3	ENSG00000163873
GRIK4	glutamate ionotropic receptor kainate type subunit 4	ENSG00000149403
GRIK5	glutamate ionotropic receptor kainate type subunit 5	ENSG00000105737
GRIN1	glutamate ionotropic receptor NMDA type subunit 1	ENSG00000176884
GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	ENSG00000183454
GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	ENSG00000273079
GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	ENSG00000161509
GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	ENSG00000105464
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	ENSG00000198785
GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B	ENSG00000116032
GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	ENSG00000178719
GRIP1	glutamate receptor interacting protein 1	ENSG00000155974
GRIP2	glutamate receptor interacting protein 2	ENSG00000144596
GRIPAP1	GRIP1 associated protein 1	ENSG00000068400
GRK1	G protein-coupled receptor kinase 1	ENSG00000185974
GRK2	G protein-coupled receptor kinase 2	ENSG00000173020
GRK3	G protein-coupled receptor kinase 3	ENSG00000100077
GRK3-AS1	GRK3 antisense RNA 1	ENSG00000234884
GRK4	G protein-coupled receptor kinase 4	ENSG00000125388
GRK5	G protein-coupled receptor kinase 5	ENSG00000198873
GRK5-AS1	GRK5 antisense RNA 1	ENSG00000236426
GRK5-IT1	GRK5 intronic transcript 1	ENSG00000228485
GRK6	G protein-coupled receptor kinase 6	ENSG00000198055
GRK6P1	G protein-coupled receptor kinase 6 pseudogene 1	ENSG00000215571
GRK7	G protein-coupled receptor kinase 7	ENSG00000114124
GRL	symbol withdrawn, see [HGNC:7978](/data/gene-symbol-report/#!/hgnc_id/HGNC:7978)	
GRM1	glutamate metabotropic receptor 1	ENSG00000152822
GRM2	glutamate metabotropic receptor 2	ENSG00000164082
GRM3	glutamate metabotropic receptor 3	ENSG00000198822
GRM3-AS1	GRM3 antisense RNA 1	ENSG00000233073
GRM4	glutamate metabotropic receptor 4	ENSG00000124493
GRM5	glutamate metabotropic receptor 5	ENSG00000168959
GRM5-AS1	GRM5 antisense RNA 1	ENSG00000255082
GRM5P1	GRM5 pseudogene 1	ENSG00000205035
GRM6	glutamate metabotropic receptor 6	ENSG00000113262
GRM7	glutamate metabotropic receptor 7	ENSG00000196277
GRM7-AS1	GRM7 antisense RNA 1	ENSG00000236202
GRM7-AS2	GRM7 antisense RNA 2	ENSG00000237665
GRM7-AS3	GRM7 antisense RNA 3	ENSG00000226258
GRM8	glutamate metabotropic receptor 8	ENSG00000179603
GRM8-AS1	GRM8 antisense RNA 1	ENSG00000236340
GRN	granulin precursor	ENSG00000030582
GRP	gastrin releasing peptide	ENSG00000134443
GRP78	symbol withdrawn, see [HGNC:5238](/data/gene-symbol-report/#!/hgnc_id/HGNC:5238)	
GRPEL1	GrpE like 1, mitochondrial	ENSG00000109519
GRPEL2	GrpE like 2, mitochondrial	ENSG00000164284
GRPEL2-AS1	GRPEL2 antisense RNA 1	ENSG00000253618
GRPEL2P1	GRPEL2 pseudogene 1	ENSG00000233211
GRPEL2P2	GRPEL2 pseudogene 2	ENSG00000225814
GRPEL2P3	GRPEL2 pseudogene 3	ENSG00000230682
GRPR	gastrin releasing peptide receptor	ENSG00000126010
GRSF1	G-rich RNA sequence binding factor 1	ENSG00000132463
GRTP1	growth hormone regulated TBC protein 1	ENSG00000139835
GRTP1-AS1	GRTP1 antisense RNA 1	ENSG00000225083
GRWD1	glutamate rich WD repeat containing 1	ENSG00000105447
GRXCR1	glutaredoxin and cysteine rich domain containing 1	ENSG00000215203
GRXCR2	glutaredoxin and cysteine rich domain containing 2	ENSG00000204928
G0S2	G0/G1 switch 2	ENSG00000123689
GSAP	gamma-secretase activating protein	ENSG00000186088
GSAS	symbol withdrawn, see [HGNC:9722](/data/gene-symbol-report/#!/hgnc_id/HGNC:9722)	
GSC	goosecoid homeobox	ENSG00000133937
GSC-DT	GSC divergent transcript	ENSG00000285205
GSC2	goosecoid homeobox 2	ENSG00000063515
GSCAR	glioma stem cell association long noncoding RNA	ENSG00000250377
GSDMA	gasdermin A	ENSG00000167914
GSDMB	gasdermin B	ENSG00000073605
GSDMC	gasdermin C	ENSG00000147697
GSDMD	gasdermin D	ENSG00000104518
GSDME	gasdermin E	ENSG00000105928
GSE1	Gse1 coiled-coil protein	ENSG00000131149
GSE1-AS1	GSE1 antisense RNA 1	ENSG00000270124
GSEC	G-quadruplex forming sequence containing lncRNA	ENSG00000280832
GSG1	germ cell associated 1	ENSG00000111305
GSG1L	GSG1 like	ENSG00000169181
GSG1L2	GSG1 like 2	ENSG00000214978
GSK1	glycogen synthase kinase 1	
GSK2	glycogen synthase kinase 2	
GSK3A	glycogen synthase kinase 3 alpha	ENSG00000105723
GSK3B	glycogen synthase kinase 3 beta	ENSG00000082701
GSK3B-DT	GSK3B divergent transcript	ENSG00000242622
GSKIP	GSK3B interacting protein	ENSG00000100744
GSL	symbol withdrawn, see [HGNC:9251](/data/gene-symbol-report/#!/hgnc_id/HGNC:9251)	
GSM1	geniospasm 1	
GSN	gelsolin	ENSG00000148180
GSN-AS1	GSN antisense RNA 1	ENSG00000235865
GSPT1	G1 to S phase transition 1	ENSG00000103342
GSPT2	G1 to S phase transition 2	ENSG00000189369
GSR	glutathione-disulfide reductase	ENSG00000104687
GSS	glutathione synthetase	ENSG00000100983
GST12	symbol withdrawn, see [HGNC:7061](/data/gene-symbol-report/#!/hgnc_id/HGNC:7061)	
GSTA1	glutathione S-transferase alpha 1	ENSG00000243955
GSTA2	glutathione S-transferase alpha 2	ENSG00000244067
GSTA3	glutathione S-transferase alpha 3	ENSG00000174156
GSTA4	glutathione S-transferase alpha 4	ENSG00000170899
GSTA5	glutathione S-transferase alpha 5	ENSG00000182793
GSTA6P	glutathione S-transferase alpha 6, pseudogene	ENSG00000223622
GSTA7P	glutathione S-transferase alpha 7, pseudogene	ENSG00000237674
GSTA8P	glutathione S-transferase alpha 8, pseudogene	ENSG00000220377
GSTA9P	glutathione S-transferase alpha 9, pseudogene	ENSG00000243236
GSTA10P	glutathione S-transferase alpha 10, pseudogene	ENSG00000230845
GSTA11P	glutathione S-transferase alpha 11, pseudogene	ENSG00000230375
GSTA12P	glutathione S-transferase alpha 12, pseudogene	ENSG00000217228
GSTCD	glutathione S-transferase C-terminal domain containing	ENSG00000138780
GSTCD-AS1	GSTCD antisense RNA 1	ENSG00000251175
GSTK1	glutathione S-transferase kappa 1	ENSG00000197448
GSTM1	glutathione S-transferase mu 1	ENSG00000134184
GSTM2	glutathione S-transferase mu 2	ENSG00000213366
GSTM2P1	glutathione S-transferase mu 2 pseudogene 1	ENSG00000218803
GSTM3	glutathione S-transferase mu 3	ENSG00000134202
GSTM3P1	glutathione S-transferase mu 3 pseudogene 1	ENSG00000227693
GSTM3P2	glutathione S-transferase mu 3 pseudogene 2	ENSG00000226878
GSTM4	glutathione S-transferase mu 4	ENSG00000168765
GSTM5	glutathione S-transferase mu 5	ENSG00000134201
GSTM5P1	glutathione S-transferase mu 5 pseudogene 1	ENSG00000236062
GSTO1	glutathione S-transferase omega 1	ENSG00000148834
GSTO2	glutathione S-transferase omega 2	ENSG00000065621
GSTO3P	glutathione S-transferase omega 3, pseudogene	ENSG00000232829
GSTP1	glutathione S-transferase pi 1	ENSG00000084207
GSTP1P1	glutathione S-transferase pi 1 pseudogene 1	ENSG00000257569
GSTPL	symbol withdrawn, see [HGNC:4640](/data/gene-symbol-report/#!/hgnc_id/HGNC:4640)	
GSTT1	glutathione S-transferase theta 1	ENSG00000277656
GSTT1-AS1	GSTT1 antisense RNA 1	
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	ENSG00000099984
GSTT2B	glutathione S-transferase theta 2B	ENSG00000133433
GSTT3P	glutathione S-transferase theta 3, pseudogene	ENSG00000224205
GSTT4	glutathione S-transferase theta 4	ENSG00000276950
GSTTP2	glutathione S-transferase theta pseudogene 2	ENSG00000281310
GSTZ1	glutathione S-transferase zeta 1	ENSG00000100577
GSX1	GS homeobox 1	ENSG00000169840
GSX2	GS homeobox 2	ENSG00000180613
GTA	galactosyltransferase activator	
GTBP	symbol withdrawn, see [HGNC:7329](/data/gene-symbol-report/#!/hgnc_id/HGNC:7329)	
GTDC1	glycosyltransferase like domain containing 1	ENSG00000121964
GTDC1-AS1	GTDC1 antisense RNA 1	ENSG00000232377
GTF2A1	general transcription factor IIA subunit 1	ENSG00000165417
GTF2A1-AS1	GTF2A1 antisense RNA 1	ENSG00000273783
GTF2A1L	general transcription factor IIA subunit 1 like	ENSG00000242441
GTF2A2	general transcription factor IIA subunit 2	ENSG00000140307
GTF2B	general transcription factor IIB	ENSG00000137947
GTF2D1	symbol withdrawn, see [HGNC:11588](/data/gene-symbol-report/#!/hgnc_id/HGNC:11588)	
GTF2E1	general transcription factor IIE subunit 1	ENSG00000153767
GTF2E2	general transcription factor IIE subunit 2	ENSG00000197265
GTF2F1	general transcription factor IIF subunit 1	ENSG00000125651
GTF2F2	general transcription factor IIF subunit 2	ENSG00000188342
GTF2F2P1	general transcription factor IIF subunit 2 pseudogene 1	ENSG00000251254
GTF2F2P2	general transcription factor IIF subunit 2 pseudogene 2	ENSG00000233910
GTF2H1	general transcription factor IIH subunit 1	ENSG00000110768
GTF2H2	general transcription factor IIH subunit 2	ENSG00000145736
GTF2H2B	general transcription factor IIH subunit 2B (pseudogene)	ENSG00000226259
GTF2H2C	GTF2H2 family member C	ENSG00000183474
GTF2H2C_2	GTF2H2 family member C, copy 2	
GTF2H3	general transcription factor IIH subunit 3	ENSG00000111358
GTF2H4	general transcription factor IIH subunit 4	ENSG00000213780
GTF2H5	general transcription factor IIH subunit 5	ENSG00000272047
GTF2I	general transcription factor IIi	ENSG00000263001
GTF2I-AS1	GTF2I antisense RNA 1	ENSG00000232729
GTF2IP1	general transcription factor IIi pseudogene 1	ENSG00000277053
GTF2IP2	general transcription factor IIi pseudogene 2	ENSG00000226930
GTF2IP3	general transcription factor IIi pseudogene 3	ENSG00000187721
GTF2IP4	general transcription factor IIi pseudogene 4	ENSG00000233369
GTF2IP5	general transcription factor IIi pseudogene 5	ENSG00000224316
GTF2IP6	general transcription factor IIi pseudogene 6	ENSG00000266736
GTF2IP7	general transcription factor IIi pseudogene 7	ENSG00000227038
GTF2IP8	general transcription factor IIi pseudogene 8	ENSG00000276318
GTF2IP9	general transcription factor IIi pseudogene 9	ENSG00000251451
GTF2IP10	general transcription factor IIi pseudogene 10	
GTF2IP11	general transcription factor IIi pseudogene 11	ENSG00000255199
GTF2IP12	general transcription factor IIi pseudogene 12	ENSG00000283050
GTF2IP13	general transcription factor IIi pseudogene 13	ENSG00000272556
GTF2IP14	general transcription factor IIi pseudogene 14	ENSG00000226002
GTF2IP15	general transcription factor IIi pseudogene 15	
GTF2IP16	general transcription factor IIi pseudogene 16	
GTF2IP17	general transcription factor IIi pseudogene 17	
GTF2IP18	symbol withdrawn, see [HGNC:34079](/data/gene-symbol-report/#!/hgnc_id/HGNC:34079)	
GTF2IP19	general transcription factor IIi pseudogene 19	
GTF2IP20	general transcription factor IIi pseudogene 20	ENSG00000272645
GTF2IP21	general transcription factor IIi pseudogene 21	
GTF2IP22	general transcription factor IIi pseudogene 22	ENSG00000259095
GTF2IP23	general transcription factor IIi pseudogene 23	ENSG00000230295
GTF2IRD1	GTF2I repeat domain containing 1	ENSG00000006704
GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1	ENSG00000230583
GTF2IRD2	GTF2I repeat domain containing 2	ENSG00000196275
GTF2IRD2B	GTF2I repeat domain containing 2B	ENSG00000174428
GTF2IRD2P1	GTF2I repeat domain containing 2 pseudogene 1	ENSG00000214544
GTF3A	general transcription factor IIIA	ENSG00000122034
GTF3AP1	general transcription factor IIIA pseudogene 1	ENSG00000237274
GTF3AP2	general transcription factor IIIA pseudogene 2	ENSG00000258966
GTF3AP3	general transcription factor IIIA pseudogene 3	
GTF3AP4	general transcription factor IIIA pseudogene 4	
GTF3AP5	general transcription factor IIIA pseudogene 5	ENSG00000225816
GTF3AP6	general transcription factor IIIA pseudogene 6	ENSG00000229982
GTF3B	symbol withdrawn, see [HGNC:11551](/data/gene-symbol-report/#!/hgnc_id/HGNC:11551)	
GTF3BAP1	general transcription factor IIIB, associated protein 1	
GTF3BAP2	general transcription factor IIIB, associated protein 2	
GTF3BAP3	general transcription factor IIIB, associated protein 3	
GTF3C1	general transcription factor IIIC subunit 1	ENSG00000077235
GTF3C2	general transcription factor IIIC subunit 2	ENSG00000115207
GTF3C2-AS1	GTF3C2 antisense RNA 1	ENSG00000234945
GTF3C2-AS2	GTF3C2 antisense RNA 2	ENSG00000234072
GTF3C3	general transcription factor IIIC subunit 3	ENSG00000119041
GTF3C4	general transcription factor IIIC subunit 4	ENSG00000125484
GTF3C5	general transcription factor IIIC subunit 5	ENSG00000148308
GTF3C6	general transcription factor IIIC subunit 6	ENSG00000155115
GTF3C6P1	GTF3C6 pseudogene 1	ENSG00000215085
GTF3C6P2	GTF3C6 pseudogene 2	ENSG00000213569
GTF3C6P3	GTF3C6 pseudogene 3	ENSG00000270196
GTPBP1	GTP binding protein 1	ENSG00000100226
GTPBP2	GTP binding protein 2	ENSG00000172432
GTPBP3	GTP binding protein 3, mitochondrial	ENSG00000130299
GTPBP4	GTP binding protein 4	ENSG00000107937
GTPBP6	GTP binding protein 6 (putative)	ENSG00000178605
GTPBP8	GTP binding protein 8	ENSG00000163607
GTPBP10	GTP binding protein 10	ENSG00000105793
GTS	Gilles de la Tourette syndrome	
GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1	ENSG00000263417
GTSE1	G2 and S-phase expressed 1	ENSG00000075218
GTSE1-DT	GTSE1 divergent transcript	ENSG00000277232
GTSF1	gametocyte specific factor 1	ENSG00000170627
GTSF1L	gametocyte specific factor 1 like	ENSG00000124196
GUC1A2	symbol withdrawn, see [HGNC:4684](/data/gene-symbol-report/#!/hgnc_id/HGNC:4684)	
GUC1A3	symbol withdrawn, see [HGNC:4685](/data/gene-symbol-report/#!/hgnc_id/HGNC:4685)	
GUC1A4	symbol withdrawn, see [HGNC:4689](/data/gene-symbol-report/#!/hgnc_id/HGNC:4689)	
GUC1B3	symbol withdrawn, see [HGNC:4687](/data/gene-symbol-report/#!/hgnc_id/HGNC:4687)	
GUC2C	symbol withdrawn, see [HGNC:4688](/data/gene-symbol-report/#!/hgnc_id/HGNC:4688)	
GUC2D	symbol withdrawn, see [HGNC:4689](/data/gene-symbol-report/#!/hgnc_id/HGNC:4689)	
GUCA1A	guanylate cyclase activator 1A	ENSG00000048545
GUCA1ANB-GUCA1A	GUCA1ANB-GUCA1A readthrough	ENSG00000290147
GUCA1B	guanylate cyclase activator 1B	ENSG00000112599
GUCA1C	guanylate cyclase activator 1C	ENSG00000138472
GUCA2	symbol withdrawn, see [HGNC:4682](/data/gene-symbol-report/#!/hgnc_id/HGNC:4682)	
GUCA2A	guanylate cyclase activator 2A	ENSG00000197273
GUCA2B	guanylate cyclase activator 2B	ENSG00000044012
GUCD1	guanylyl cyclase domain containing 1	ENSG00000138867
GUCY1A1	guanylate cyclase 1 soluble subunit alpha 1	ENSG00000164116
GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	ENSG00000152402
GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	ENSG00000061918
GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	ENSG00000123201
GUCY2C	guanylate cyclase 2C	ENSG00000070019
GUCY2C-AS1	GUCY2C antisense RNA 1	ENSG00000214772
GUCY2D	guanylate cyclase 2D, retinal	ENSG00000132518
GUCY2EP	guanylate cyclase 2E, pseudogene	ENSG00000204529
GUCY2F	guanylate cyclase 2F, retinal	ENSG00000101890
GUCY2GP	guanylate cyclase 2G, pseudogene	ENSG00000243316
GUD	symbol withdrawn, see [HGNC:12796](/data/gene-symbol-report/#!/hgnc_id/HGNC:12796)	
GUF1	GTP binding elongation factor GUF1	ENSG00000151806
GUK1	guanylate kinase 1	ENSG00000143774
GUK2	guanylate kinase 2	
GULOP	gulonolactone (L-) oxidase, pseudogene	ENSG00000234770
GULP1	GULP PTB domain containing engulfment adaptor 1	ENSG00000144366
GUSB	glucuronidase beta	ENSG00000169919
GUSBP1	GUSB pseudogene 1	ENSG00000183666
GUSBP2	GUSB pseudogene 2	ENSG00000241549
GUSBP3	GUSB pseudogene 3	ENSG00000253203
GUSBP4	GUSB pseudogene 4	ENSG00000239650
GUSBP5	GUSB pseudogene 5	ENSG00000236296
GUSBP6	GUSB pseudogene 6	ENSG00000224458
GUSBP7	GUSB pseudogene 7	ENSG00000274455
GUSBP8	GUSB pseudogene 8	ENSG00000227762
GUSBP9	GUSB pseudogene 9	ENSG00000215630
GUSBP10	GUSB pseudogene 10	ENSG00000224723
GUSBP11	GUSB pseudogene 11	ENSG00000272578
GUSBP12	GUSB pseudogene 12	ENSG00000169325
GUSBP13	GUSB pseudogene 13	ENSG00000198237
GUSBP14	GUSB pseudogene 14	ENSG00000253816
GUSBP15	GUSB pseudogene 15	ENSG00000196302
GUSBP16	GUSB pseudogene 16	ENSG00000253366
GUSBP17	GUSB pseudogene 17	ENSG00000235558
GUSBP18	GUSB pseudogene 18	ENSG00000215158
GUSBP19	GUSB pseudogene 19	ENSG00000275374
GUSM	glucuronidase, beta (mouse) modifier	
GVINP1	GTPase, very large interferon inducible pseudogene 1	ENSG00000254838
